Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Transaction_Distance,Authentication_Method,Is_Weekend,Fraud_Label,Year,Month,Day,Hour,Minute,Second
12.77,1,12731.39,0,0,0,9,383.04,2,1,3994.49,0,0,0,2023,10,3,6,53,0
46.69,0,97388.74,1,0,0,11,78.95,3,2,1572.66,2,0,1,2023,10,13,3,45,0
35.38,0,98113.52,2,0,0,13,236.44,0,1,1752.72,2,0,0,2023,8,12,23,30,0
9.52,1,13979.69,0,0,1,5,195.15,2,0,99.8,3,0,0,2023,10,21,12,5,0
130.14,0,57671.64,0,0,0,5,212.37,1,2,4903.44,0,1,0,2023,6,11,19,22,0
14.81,0,4484.48,2,0,0,1,219.98,2,2,574.97,1,0,1,2023,2,20,2,8,0
152.77,3,11518.93,2,0,0,10,406.26,3,3,1195.51,1,1,0,2023,5,1,1,45,0
93.6,0,50535.77,2,1,0,5,332.48,2,0,4755.51,1,0,0,2023,8,7,8,35,0
431.52,0,47244.94,2,0,0,13,366.2,3,2,695.0,0,0,0,2023,8,4,10,56,0
44.99,3,95818.34,2,0,0,9,208.72,0,1,91.68,3,0,1,2023,9,17,17,7,0
2.66,1,34941.58,2,0,0,6,254.15,4,2,594.96,3,0,1,2023,2,28,12,3,0
126.31,3,71326.34,0,0,0,5,194.38,2,0,1753.09,2,0,0,2023,11,27,11,26,0
417.55,3,26428.15,2,0,0,10,188.82,1,3,1948.59,0,1,0,2023,6,14,11,53,0
3.01,3,65837.08,2,0,0,2,371.44,0,1,1859.24,1,0,0,2023,9,23,19,31,0
6.34,1,28537.44,2,0,0,13,246.65,0,3,2466.05,2,0,1,2023,8,10,17,14,0
263.78,0,13575.31,0,0,0,9,463.27,1,2,2651.02,0,0,0,2023,6,23,20,36,0
14.98,1,46706.94,0,0,0,5,490.15,0,3,3630.76,1,0,0,2023,7,16,19,48,0
46.03,1,38543.4,0,0,0,4,340.57,3,3,4533.69,3,0,0,2023,10,4,11,33,0
177.42,3,69443.0,0,0,0,5,186.5,2,1,4289.49,0,0,0,2023,10,6,13,43,0
1.06,0,55098.09,0,1,0,3,222.25,0,0,1757.21,2,0,0,2023,8,14,18,45,0
219.99,0,47861.02,0,0,0,9,428.56,3,0,2482.13,1,1,0,2023,6,17,5,16,0
2.64,1,77775.14,0,0,0,8,396.41,3,3,4636.52,0,0,0,2023,9,15,15,11,0
73.6,1,95661.86,2,0,0,1,417.72,4,0,426.11,2,1,1,2023,3,8,20,31,0
30.5,1,97525.54,0,0,0,7,260.09,3,3,3920.64,3,0,0,2023,5,22,17,51,0
21.16,0,28704.3,0,0,1,1,487.57,1,1,2945.23,3,0,0,2023,1,2,18,13,0
47.67,3,34669.68,1,0,0,13,316.32,3,1,1411.06,0,1,0,2023,1,13,15,43,0
46.41,1,19350.78,1,0,0,1,387.5,4,0,4061.95,3,0,1,2023,7,17,18,25,0
244.11,3,68422.26,1,0,0,14,328.95,2,3,4371.27,2,0,0,2023,5,13,1,24,0
122.54,1,23852.85,2,0,0,8,258.02,3,2,1864.75,0,0,0,2023,2,24,2,53,0
68.5,2,42580.29,1,0,0,9,147.25,3,2,2592.78,2,0,0,2023,3,20,2,39,0
53.94,3,11143.27,2,0,0,3,267.29,0,2,1116.9,1,1,0,2023,5,26,9,23,0
70.51,2,49847.18,0,0,0,11,354.66,3,3,162.58,3,0,0,2023,10,27,23,23,0
31.09,3,77897.13,1,0,0,1,267.96,0,0,744.09,0,0,0,2023,4,1,11,48,0
90.49,1,10005.52,2,0,0,4,114.58,2,2,2650.44,0,0,1,2023,5,27,16,12,0
111.96,1,69057.88,0,0,0,6,61.18,3,1,4830.18,1,1,1,2023,7,30,19,28,0
21.63,2,58882.19,0,0,0,4,453.69,3,2,3648.93,2,0,1,2023,12,7,14,5,0
221.28,1,39546.0,1,0,0,7,124.26,3,1,3811.18,0,1,0,2023,6,6,18,35,0
164.08,3,8801.3,1,0,0,8,10.38,4,1,2221.42,2,1,1,2023,4,8,7,32,0
95.83,1,41428.39,0,1,0,10,114.89,3,0,1083.13,2,0,0,2023,3,23,10,21,0
31.57,0,66402.97,2,0,0,11,299.75,1,3,2798.57,0,1,0,2023,10,27,20,52,0
140.57,3,62715.39,2,0,0,7,59.31,4,1,3987.31,2,0,1,2023,3,30,13,32,0
24.04,2,12765.07,2,0,0,3,429.19,3,2,2283.61,0,0,0,2023,4,20,12,39,0
97.06,0,3191.05,2,0,0,14,495.68,3,3,1199.94,1,0,0,2023,3,2,23,10,0
6.95,3,65339.74,1,0,1,2,37.54,1,1,1370.63,1,0,0,2023,2,14,23,39,0
113.8,3,23089.32,0,0,0,3,318.15,3,0,1989.21,1,0,0,2023,7,19,0,28,0
107.87,0,72045.02,0,0,0,11,174.34,3,3,1562.15,3,0,0,2023,11,28,23,12,0
85.86,1,66030.56,0,0,0,3,442.73,3,3,2998.97,2,0,0,2023,1,29,8,23,0
80.78,1,51785.28,0,0,1,8,179.53,0,3,2106.63,0,1,0,2023,3,25,14,35,0
108.6,2,55889.62,1,0,0,5,463.26,2,0,4881.49,2,0,1,2023,9,7,0,14,0
21.39,1,15967.03,2,0,0,5,435.85,4,1,3001.58,2,0,1,2023,12,10,10,20,0
137.72,0,43914.28,1,0,0,8,404.49,0,1,200.87,3,1,0,2023,7,20,14,16,0
79.44,1,35451.82,2,0,0,12,300.96,2,2,2318.38,2,0,0,2023,4,26,14,11,0
25.74,2,34162.27,0,0,0,9,370.79,4,3,2016.85,1,1,1,2023,5,3,0,54,0
3.22,2,3304.33,0,0,0,5,347.46,3,2,1418.09,2,0,0,2023,3,16,13,56,0
226.37,2,9479.58,2,0,0,4,278.38,3,3,2151.68,0,1,0,2023,12,15,1,40,0
234.62,3,97518.58,2,0,0,5,412.89,4,1,4028.79,0,0,1,2023,11,18,2,38,0
255.98,0,61418.31,2,0,0,9,73.05,0,0,2973.6,3,0,0,2023,7,19,5,12,0
28.8,3,83184.47,0,0,0,14,175.27,2,1,38.33,3,0,0,2023,8,23,21,40,0
5.18,0,29586.15,2,0,0,12,17.2,0,3,4206.96,3,1,0,2023,11,4,17,21,0
289.94,3,2514.84,1,0,0,9,398.9,0,3,172.8,2,0,0,2023,12,6,3,1,0
35.33,0,21025.9,1,0,0,1,347.31,4,2,4320.52,2,0,1,2023,8,16,0,4,0
136.92,3,75343.38,0,0,0,4,252.4,2,1,2783.76,0,0,0,2023,8,4,12,25,0
634.04,3,80069.1,0,0,0,4,477.49,0,2,3142.83,3,0,0,2023,4,4,21,53,0
116.42,3,54039.15,1,0,0,12,20.09,3,2,4363.09,0,1,0,2023,1,7,14,13,0
87.69,0,77428.07,2,0,1,5,250.0,3,0,1630.66,3,1,1,2023,1,22,15,19,0
69.32,2,43694.83,0,0,0,10,378.35,4,3,3183.93,0,0,1,2023,8,11,3,3,0
90.49,3,50219.11,2,0,0,6,134.15,1,2,1409.69,2,0,0,2023,10,8,8,20,0
18.52,3,80131.51,2,0,0,9,243.01,1,2,2746.61,2,0,0,2023,7,28,8,6,0
267.85,1,21091.97,0,0,0,14,392.23,3,3,1040.26,0,0,0,2023,1,8,9,23,0
43.48,0,67593.0,1,0,0,7,126.5,1,1,2560.99,0,0,1,2023,12,5,1,54,0
10.07,0,45924.45,0,0,0,11,369.64,0,2,4343.54,3,0,1,2023,7,26,21,24,0
176.88,2,19492.26,2,0,0,12,422.87,1,0,4983.04,2,1,1,2023,8,20,20,19,0
157.74,1,69156.84,2,0,0,6,125.07,4,1,1638.51,3,1,1,2023,11,17,4,16,0
165.96,2,37976.3,2,0,0,4,77.77,3,1,2311.4,1,1,0,2023,3,13,16,41,0
151.39,0,57164.54,0,0,0,12,14.84,4,0,4848.2,3,0,1,2023,4,17,22,34,0
112.34,0,85927.15,1,0,0,7,484.32,4,1,4232.06,0,1,1,2023,4,3,14,5,0
150.55,0,33501.09,2,0,0,11,484.71,4,0,1279.53,3,1,1,2023,10,18,22,18,0
90.22,1,87729.11,2,0,0,1,22.26,1,2,718.99,1,0,0,2023,6,28,15,41,0
43.82,2,546.1,2,0,0,14,334.82,0,1,3401.69,3,1,0,2023,5,27,15,8,0
36.13,3,20817.95,2,0,0,8,449.2,3,1,3811.79,0,0,0,2023,3,7,3,5,0
10.4,3,16222.53,1,0,0,14,292.89,2,2,3601.57,3,0,1,2023,9,1,1,56,0
70.24,0,97056.18,1,0,0,4,232.42,0,2,632.74,2,1,0,2023,8,4,0,21,0
9.46,0,31331.93,2,0,0,12,211.26,4,1,3047.82,2,1,1,2023,6,30,13,27,0
2.39,2,20525.94,1,0,0,12,430.99,4,1,3813.27,1,0,1,2023,10,5,7,28,0
57.72,2,17237.04,1,0,0,13,338.75,4,2,2847.21,0,0,1,2023,11,25,12,25,0
62.96,3,44629.3,2,0,0,9,232.12,0,0,1575.12,0,1,0,2023,1,9,22,10,0
85.76,1,16101.87,2,0,0,8,404.64,3,2,81.52,1,0,0,2023,3,10,21,27,0
27.38,1,73604.77,0,0,0,11,231.08,3,3,1175.88,0,0,0,2023,9,7,22,7,0
201.16,1,30826.3,2,0,0,7,439.05,0,1,4310.69,3,1,0,2023,10,6,15,59,0
21.15,1,91269.86,2,0,0,10,292.63,0,1,4462.15,0,1,0,2023,6,17,17,47,0
84.19,1,18423.11,1,0,0,14,126.3,2,0,2861.92,1,1,0,2023,5,15,7,52,0
134.6,0,36943.28,2,0,0,1,52.49,3,0,4069.32,3,0,0,2023,6,26,3,47,0
114.38,2,40374.97,2,0,0,8,185.25,2,0,3577.67,0,1,0,2023,2,6,11,21,0
53.31,1,72052.23,0,0,0,11,239.77,0,2,4443.86,0,0,1,2023,12,26,22,35,0
221.54,0,48785.56,1,0,0,9,360.73,2,2,4589.27,2,0,0,2023,11,12,2,24,0
71.54,0,95684.62,1,0,1,1,225.39,3,0,2432.73,2,0,0,2023,1,21,4,57,0
90.83,2,57270.67,2,0,0,12,135.3,0,0,3065.08,3,0,0,2023,4,16,7,21,0
151.78,1,99659.98,2,0,0,14,99.81,4,0,4397.29,3,0,1,2023,6,19,21,4,0
48.96,0,82384.83,2,0,0,3,356.24,1,1,2463.6,3,0,1,2023,4,30,4,15,0
143.11,3,31454.86,2,0,1,1,191.31,4,0,4838.21,2,1,1,2023,8,4,17,33,0
110.02,2,88484.01,0,0,0,8,132.48,1,0,4016.61,2,0,0,2023,11,7,6,6,0
73.22,0,33496.01,0,0,0,5,382.77,2,0,1361.2,1,1,0,2023,2,2,16,4,0
24.72,3,43109.27,0,0,0,8,494.21,2,2,2203.86,3,1,0,2023,12,23,22,14,0
17.25,0,84124.52,0,0,0,11,371.89,2,3,2240.51,3,1,0,2023,3,14,10,18,0
4.73,1,4511.26,0,0,0,4,184.91,4,3,3630.04,2,0,1,2023,7,3,6,33,0
93.69,3,30028.06,2,0,0,4,276.85,2,2,3976.34,3,1,0,2023,6,4,17,53,0
18.66,2,86605.22,1,0,0,3,180.9,4,0,4828.61,1,0,1,2023,10,13,3,46,0
65.93,0,48627.12,2,0,0,7,342.2,4,3,1639.45,3,0,1,2023,6,20,21,25,0
119.15,0,5936.06,0,0,0,13,99.66,1,2,4623.94,1,1,0,2023,5,17,3,5,0
25.69,1,35092.04,0,0,0,11,88.41,4,1,1265.39,0,0,1,2023,3,11,5,33,0
76.61,1,92017.64,2,0,0,2,145.91,2,0,1890.72,1,0,0,2023,7,18,21,18,0
89.5,3,41068.15,0,0,0,2,54.45,2,0,4816.25,1,0,0,2023,3,15,15,26,0
66.79,0,83442.92,2,0,0,6,148.8,1,1,954.66,3,0,0,2023,12,30,11,12,0
142.21,0,78028.82,1,0,0,13,493.32,0,0,973.42,0,0,0,2023,2,15,17,27,0
261.84,1,81783.97,1,0,0,4,135.01,0,0,545.94,2,0,0,2023,1,6,7,38,0
20.28,1,17430.09,0,0,0,6,343.06,2,2,2556.15,2,1,0,2023,11,12,5,12,0
25.83,3,53847.18,0,0,1,6,475.52,2,3,4860.12,2,0,0,2023,9,12,2,13,0
5.13,2,29320.71,2,1,0,5,191.35,0,1,3133.32,1,0,0,2023,2,16,2,22,0
16.87,1,33941.95,2,0,0,3,339.52,4,2,280.57,1,1,1,2023,6,30,10,7,0
11.6,2,75920.33,2,0,1,11,168.04,2,0,89.96,1,0,1,2023,2,14,5,59,0
5.77,1,77912.85,1,0,0,4,188.35,3,1,3352.11,3,0,0,2023,11,12,23,44,0
73.08,2,16735.42,1,0,0,13,439.21,4,1,1570.92,0,0,1,2023,5,26,18,25,0
29.49,2,58608.78,2,0,0,12,218.48,4,0,3549.58,2,0,1,2023,10,2,16,6,0
252.36,2,54454.86,1,0,0,9,343.22,1,1,4882.46,0,1,0,2023,7,16,5,21,0
131.28,2,24196.12,1,0,0,10,119.05,0,0,435.61,1,0,0,2023,3,24,0,35,0
8.48,2,73260.17,1,0,0,4,400.1,2,1,1353.4,1,0,0,2023,8,16,16,43,0
40.16,2,5827.58,1,0,0,9,365.86,0,3,3074.42,2,0,0,2023,3,3,12,52,0
68.62,1,4098.5,1,0,0,10,178.65,3,0,15.3,2,0,0,2023,3,2,0,20,0
101.12,3,60651.49,0,0,0,8,370.97,2,1,4818.97,2,1,0,2023,2,10,4,2,0
242.13,1,34137.75,2,0,0,5,198.3,2,0,599.98,2,0,0,2023,3,17,17,52,0
128.68,3,16138.28,1,0,0,1,59.76,4,1,1622.72,3,0,1,2023,2,4,17,23,0
17.59,2,91547.6,0,0,0,10,464.11,0,0,2692.86,1,1,0,2023,9,20,5,32,0
74.22,2,75867.81,0,0,1,7,259.37,3,1,682.27,3,0,0,2023,4,5,13,50,0
51.76,1,20349.41,2,0,0,5,271.63,1,3,4732.87,0,0,0,2023,9,7,15,17,0
41.38,3,30147.56,1,0,0,9,244.16,1,0,114.71,3,1,0,2023,7,11,5,22,0
60.75,3,32913.1,1,0,0,14,154.67,2,2,3494.9,1,0,0,2023,12,30,7,0,0
27.84,2,83213.81,1,0,0,9,43.04,3,2,2604.65,1,0,0,2023,4,14,19,14,0
64.9,1,74750.58,1,0,0,4,154.43,2,1,263.76,1,0,0,2023,5,23,22,34,0
207.53,3,20368.42,1,0,0,2,207.8,4,3,1682.19,2,1,1,2023,2,7,0,54,0
51.14,1,80196.52,0,0,1,1,221.38,1,3,399.69,2,1,0,2023,8,20,2,48,0
45.99,0,22437.54,0,0,0,13,407.08,4,0,2563.36,3,1,1,2023,1,2,13,25,0
30.5,3,98158.2,2,0,0,1,181.97,2,0,1139.94,2,0,0,2023,9,27,8,55,0
13.6,1,74328.5,2,0,0,13,258.42,4,2,4608.2,0,0,1,2023,3,14,9,52,0
170.3,1,61579.87,1,0,0,8,476.78,4,3,4759.83,2,0,1,2023,7,19,12,45,0
5.25,2,24260.36,0,0,0,10,227.67,3,2,2058.23,1,0,0,2023,2,9,22,32,0
391.69,3,43672.78,0,0,0,9,301.1,0,3,1564.13,1,0,0,2023,10,12,22,2,0
36.58,1,18490.77,2,0,0,13,405.17,1,1,1647.46,2,0,0,2023,8,8,8,42,0
118.18,1,25711.33,2,0,0,10,303.48,0,0,4316.77,1,1,0,2023,4,23,11,19,0
102.22,3,76708.22,1,0,0,7,160.46,3,2,1092.5,2,0,0,2023,7,17,20,52,0
125.74,2,71863.3,2,0,0,3,409.73,2,2,3357.52,3,0,0,2023,11,29,1,33,0
162.18,3,23778.83,2,0,1,12,12.79,4,0,1834.68,2,0,1,2023,5,8,16,42,0
6.09,1,61791.12,2,0,0,9,429.67,0,2,2076.9,2,0,0,2023,9,26,9,53,0
71.46,3,39360.91,2,0,0,14,125.43,0,3,4198.82,1,0,0,2023,1,13,9,25,0
25.96,2,99700.56,0,0,1,10,90.82,1,0,1353.22,3,1,0,2023,4,26,5,42,0
140.77,1,87670.9,1,0,0,3,485.28,0,1,3231.15,3,0,0,2023,11,7,11,9,0
174.38,2,36075.24,0,0,0,7,80.83,2,2,3479.7,2,0,1,2023,10,29,19,4,0
118.16,2,93229.32,1,1,0,12,105.99,3,1,551.43,2,0,0,2023,4,7,21,8,0
76.35,2,54995.38,1,0,0,11,167.85,2,3,869.45,0,0,0,2023,9,27,14,37,0
62.56,1,7557.26,1,0,0,6,340.83,4,0,3617.96,1,0,1,2023,2,22,0,20,0
39.89,0,99611.24,1,0,1,3,482.39,0,1,1761.72,2,0,0,2023,9,24,8,19,0
11.78,3,89610.53,2,0,0,10,16.06,2,1,93.36,0,0,0,2023,12,17,13,38,0
216.8,0,32584.8,2,0,0,11,30.16,0,3,609.61,2,0,0,2023,8,9,15,13,0
22.88,0,25857.01,2,0,0,3,69.97,3,0,3319.39,3,1,0,2023,8,8,17,25,0
5.72,1,3368.3,2,0,0,6,50.55,3,1,1402.88,0,0,0,2023,11,2,14,47,0
399.81,3,92485.55,1,1,0,7,354.1,0,2,3362.53,2,1,0,2023,9,13,13,57,0
744.5,0,66388.82,1,0,0,6,61.13,3,1,1780.04,0,0,0,2023,7,31,23,8,0
284.36,1,57736.98,1,0,0,7,439.07,0,2,3793.54,0,0,1,2023,8,11,7,44,0
115.46,3,99126.84,1,0,0,3,162.34,1,2,1609.98,2,0,0,2023,4,24,22,25,0
66.15,0,20626.52,1,0,0,8,26.03,0,0,2731.81,2,0,0,2023,2,7,17,50,0
110.87,1,8024.95,0,0,0,10,298.76,2,0,2732.46,3,0,0,2023,12,18,7,57,0
96.62,1,44608.0,2,0,0,14,227.73,4,2,254.41,3,0,1,2023,9,21,6,47,0
73.68,1,81633.66,2,0,0,14,256.67,4,2,456.64,0,1,1,2023,10,27,12,35,0
109.83,2,58445.09,1,0,0,13,263.42,4,3,1800.44,2,0,1,2023,3,23,5,2,0
174.4,3,37900.41,0,0,0,11,463.43,0,2,2616.12,1,1,1,2023,10,19,17,7,0
364.87,0,14852.61,0,0,1,8,84.18,2,1,4878.39,2,1,0,2023,8,15,7,26,0
107.69,1,24677.01,1,1,0,1,399.44,1,3,1987.86,3,0,0,2023,4,17,6,21,0
132.45,1,60429.57,1,1,0,3,254.95,3,3,327.21,3,0,0,2023,1,6,15,16,0
106.32,3,32792.01,0,1,0,5,180.61,3,1,1618.48,1,1,0,2023,9,11,17,3,0
172.42,2,81727.68,1,0,0,6,182.97,4,1,2458.47,0,0,1,2023,1,1,18,32,0
114.24,2,79504.09,2,0,0,2,135.25,3,0,3186.53,0,1,0,2023,10,16,3,21,0
29.9,1,16989.29,0,0,0,3,353.82,3,0,170.02,1,0,1,2023,4,14,23,34,0
19.42,3,22561.07,2,0,0,6,187.11,1,0,4901.96,0,1,0,2023,3,10,12,45,0
3.41,1,18845.84,2,0,0,13,130.09,0,2,2234.09,1,1,1,2023,12,5,8,3,0
10.9,2,7100.78,2,0,0,2,257.02,1,1,2807.19,0,1,0,2023,5,11,21,27,0
77.7,2,93030.16,2,0,0,3,45.65,1,0,4775.17,0,1,0,2023,6,8,7,29,0
84.77,0,23444.73,2,0,1,1,231.5,0,1,2039.78,1,1,0,2023,3,4,2,11,0
98.97,0,28055.43,1,0,0,6,144.76,4,1,495.56,3,0,1,2023,9,24,4,9,0
70.55,2,39074.89,2,0,0,1,248.46,0,2,2815.42,1,1,0,2023,8,4,11,21,0
357.06,2,42856.3,2,1,0,13,388.44,0,2,2640.91,2,0,0,2023,2,24,20,50,0
274.46,2,48393.46,2,0,0,4,176.03,4,1,2141.82,2,1,1,2023,12,20,8,55,0
172.36,3,32789.85,0,1,0,13,251.38,3,3,1653.26,3,1,0,2023,8,21,7,22,0
495.38,2,82261.68,0,0,1,14,401.02,0,3,3498.74,3,1,0,2023,10,30,6,11,0
18.34,2,45676.42,0,0,0,4,136.28,4,2,4076.7,1,1,1,2023,11,26,23,7,0
57.54,0,91553.67,2,0,0,5,489.11,0,2,3240.34,3,0,0,2023,6,7,15,13,0
96.34,0,32707.43,1,0,0,5,467.66,4,3,2542.64,1,1,1,2023,6,12,6,14,0
161.84,2,79056.25,2,0,0,2,71.01,4,1,3934.24,3,1,1,2023,2,2,9,33,0
75.42,1,20708.28,1,0,0,8,90.21,4,0,1061.9,0,0,1,2023,4,5,18,17,0
0.37,0,68386.36,0,0,0,5,87.23,2,2,486.51,0,0,0,2023,6,9,13,24,0
446.34,2,24599.62,2,0,0,11,160.86,4,1,4166.73,3,0,1,2023,12,11,6,49,0
224.96,2,27878.57,0,1,0,6,445.5,4,1,2056.0,3,1,1,2023,11,22,5,2,0
117.93,3,57162.99,0,0,0,13,415.59,3,3,1847.55,3,0,0,2023,8,3,6,28,0
93.43,2,92246.57,0,0,1,8,406.08,3,3,3826.74,1,0,0,2023,9,22,12,22,0
102.11,2,23648.79,0,0,0,7,199.8,4,1,3838.92,0,1,1,2023,8,14,20,28,0
59.41,3,42818.18,0,0,0,1,255.57,2,0,69.71,3,0,0,2023,3,18,7,22,0
304.75,0,69900.39,0,0,0,4,63.44,0,2,3613.07,3,0,0,2023,5,29,16,37,0
468.37,0,2458.73,2,0,0,11,401.34,0,1,2603.55,2,1,0,2023,5,20,10,5,0
116.18,1,47359.43,1,0,0,6,232.49,0,1,4767.42,3,1,0,2023,9,21,3,59,0
10.76,1,95863.42,0,0,0,11,477.58,4,2,3765.8,1,1,1,2023,9,2,14,8,0
23.73,1,59288.72,1,0,0,11,347.4,4,0,1393.85,3,0,1,2023,8,27,10,54,0
17.84,1,93519.31,0,0,0,3,195.72,2,3,2954.64,1,0,1,2023,2,1,19,48,0
9.9,1,39717.19,2,0,1,3,194.28,1,2,1237.38,2,0,0,2023,8,16,21,6,0
86.52,0,84560.02,0,0,0,1,168.61,1,0,4018.83,0,0,0,2023,1,23,0,26,0
267.24,1,30502.89,0,0,0,10,87.13,0,1,3148.87,2,1,0,2023,5,17,22,51,0
120.29,1,77811.57,1,0,0,1,310.46,1,3,2068.01,1,1,0,2023,12,28,2,27,0
33.82,1,79846.62,0,0,0,8,304.99,1,0,1936.16,3,1,0,2023,4,12,1,37,0
102.38,1,28866.71,0,0,0,7,298.1,3,2,543.47,3,0,0,2023,11,18,17,36,0
26.3,0,3701.49,2,0,0,4,229.59,2,1,1164.11,3,0,0,2023,3,11,6,49,0
39.63,3,26795.28,2,0,0,13,363.95,0,0,2032.12,2,0,0,2023,9,26,16,9,0
226.17,2,73410.28,0,0,0,4,146.83,0,1,3402.84,3,0,0,2023,4,22,12,7,0
72.02,0,49488.79,1,0,0,1,147.35,4,3,3365.27,1,1,1,2023,3,31,10,46,0
31.0,3,85519.81,1,0,0,1,366.27,0,3,486.06,2,0,0,2023,11,6,17,3,0
179.01,1,21654.51,2,0,0,9,264.44,4,2,1521.7,3,0,1,2023,9,15,2,40,0
390.78,1,30900.48,0,0,1,1,441.75,1,1,2061.7,2,0,0,2023,3,31,9,17,0
69.23,0,3258.99,1,0,0,12,425.31,2,0,4930.1,0,0,0,2023,7,28,8,0,0
69.62,1,74661.94,2,0,0,12,451.13,1,0,994.27,1,1,0,2023,4,7,19,9,0
38.96,0,58826.24,2,0,1,12,175.4,0,3,166.49,2,1,0,2023,3,30,10,22,0
219.72,3,24860.03,0,0,0,2,87.46,4,3,3415.99,2,0,1,2023,8,14,7,45,0
159.36,2,6333.3,0,0,0,3,253.81,4,3,4735.34,1,0,1,2023,1,21,15,56,0
42.42,1,51383.41,0,0,1,12,329.31,1,2,3955.19,1,0,0,2023,3,3,11,44,0
76.94,2,58302.82,0,0,0,2,369.58,1,0,89.23,3,0,0,2023,4,14,4,43,0
11.01,2,99707.58,2,0,1,8,231.84,3,2,3611.32,2,1,0,2023,12,20,5,39,0
81.03,2,87882.51,2,0,0,7,262.89,3,2,4115.06,3,1,1,2023,1,11,11,39,0
188.5,3,8764.09,0,0,0,2,271.68,1,2,4006.09,1,0,0,2023,11,3,18,46,0
35.29,0,82906.45,1,0,0,2,143.8,4,3,2064.88,1,0,1,2023,2,23,8,30,0
14.4,1,54024.36,0,0,0,3,324.6,2,3,1681.8,3,0,0,2023,10,3,16,13,0
55.41,3,84652.5,2,0,0,3,423.43,1,3,951.82,0,1,1,2023,10,21,23,14,0
48.37,0,82178.9,1,0,1,1,127.28,0,3,924.87,3,1,0,2023,6,15,21,57,0
44.38,3,61958.7,1,0,0,10,342.61,2,2,542.71,2,1,1,2023,8,3,10,58,0
91.18,1,93914.98,2,0,0,10,18.25,4,1,2785.35,3,0,1,2023,10,15,0,25,0
87.79,2,83690.5,0,0,0,6,415.16,0,1,3792.14,3,1,0,2023,2,24,2,7,0
119.11,1,91007.31,0,1,0,13,86.34,1,2,481.19,2,1,0,2023,5,2,4,15,0
30.99,2,76026.49,0,0,0,8,147.9,1,2,3371.86,0,0,1,2023,1,20,17,46,0
50.86,3,85115.94,0,0,0,10,110.33,2,1,3831.97,3,1,0,2023,8,17,5,49,0
12.63,0,98965.47,2,0,0,1,340.34,4,3,4928.37,1,0,1,2023,11,16,6,48,0
5.04,1,1870.69,2,0,0,2,198.36,0,1,4612.43,3,0,1,2023,10,22,22,58,0
67.37,2,2099.76,0,0,0,10,157.81,0,2,140.98,3,0,0,2023,2,8,0,18,0
205.08,0,36386.38,1,0,0,10,474.9,4,2,2021.52,1,1,1,2023,1,18,19,44,0
6.41,0,85809.76,0,0,0,9,195.2,1,3,4957.43,2,0,0,2023,12,30,9,38,0
57.54,2,55286.02,1,1,1,5,135.33,0,3,2641.69,2,1,0,2023,2,6,16,42,0
16.03,3,1449.37,0,0,0,2,264.68,0,3,499.08,1,0,0,2023,3,7,15,2,0
3.78,3,95263.56,0,0,0,9,244.12,1,3,2426.73,3,0,0,2023,9,20,1,45,0
199.44,1,85689.72,2,0,0,8,175.98,3,1,3171.84,1,0,0,2023,3,29,2,32,0
187.66,2,75492.57,1,1,0,3,253.72,3,1,2585.49,1,1,0,2023,6,20,1,3,0
334.87,0,46203.54,0,0,0,4,424.9,0,3,1451.21,2,0,0,2023,1,18,13,11,0
231.37,2,40376.51,0,0,1,9,483.65,0,3,4882.62,2,0,0,2023,3,31,17,5,0
107.78,3,42825.37,0,0,0,12,145.62,1,0,2051.96,3,1,0,2023,6,23,4,27,0
15.99,0,53982.18,0,0,0,8,36.21,2,2,4383.8,2,0,0,2023,3,10,3,46,0
123.7,1,4739.18,0,0,1,2,208.51,0,1,1826.81,1,0,0,2023,9,12,19,29,0
269.15,2,11726.41,1,0,0,7,76.79,2,0,2810.05,2,0,0,2023,3,9,5,53,0
100.32,1,62538.9,1,0,0,6,155.64,4,1,3405.28,2,1,1,2023,6,15,6,25,0
392.06,2,56670.77,1,0,0,6,72.4,3,0,4663.77,1,0,0,2023,10,6,13,28,0
46.12,1,10376.43,1,0,0,10,442.36,2,0,2709.48,1,1,1,2023,2,13,23,58,0
1.72,1,61176.29,0,0,0,4,276.99,2,0,4609.73,0,1,0,2023,3,31,0,13,0
21.37,0,43361.35,1,0,0,2,259.16,1,1,3985.61,1,0,0,2023,10,11,21,40,0
112.57,3,19100.53,1,0,0,8,432.82,3,2,3248.81,3,0,0,2023,2,26,22,10,0
45.79,3,88792.91,2,0,0,7,50.79,4,3,1532.07,0,1,1,2023,2,5,12,48,0
20.55,1,83005.41,1,0,0,8,163.99,3,2,3793.44,1,0,0,2023,4,2,17,37,0
92.62,1,8936.88,2,0,0,3,329.85,1,2,4479.63,0,0,1,2023,2,27,14,15,0
183.56,1,72828.79,2,0,0,1,335.66,0,3,4789.8,2,1,0,2023,9,16,13,31,0
130.05,0,88432.34,0,0,0,11,334.18,1,1,2871.39,2,1,1,2023,4,24,4,16,0
0.04,2,84918.14,2,0,0,6,158.2,2,3,1809.27,0,1,0,2023,11,20,19,23,0
83.85,1,23170.57,1,0,0,14,262.83,2,1,4148.49,1,0,0,2023,2,20,12,50,0
